sale_id,sale_date,store_id,product_id,units_demanded,units_sold,inventory_on_hand,units_ordered,unit_price,promotion_flag,stockout_flag,lead_time_days
5432,2023-02-09,4,135,13,3,3,9,64.88,0,1,2
5433,2023-02-09,17,129,17,17,28,14,33.7,0,0,10
5434,2023-02-09,12,38,5,4,4,5,384.28,0,1,10
5435,2023-02-09,12,83,19,19,30,20,17.27,0,0,3
5436,2023-02-09,17,18,34,34,43,56,2.25,0,0,7
5437,2023-02-09,9,48,10,8,8,7,590.27,1,1,2
5438,2023-02-09,2,108,16,16,18,18,19.01,0,0,3
5439,2023-02-09,12,144,12,12,17,16,52.24,0,0,5
5440,2023-02-09,16,102,34,34,47,28,50.12,1,0,10
5441,2023-02-09,17,135,18,9,9,11,64.88,0,1,5
5442,2023-02-09,11,124,9,9,12,10,41.51,0,0,4
5443,2023-02-09,14,35,10,9,9,9,469.45,0,1,3
5444,2023-02-09,1,89,14,14,14,11,222.77,0,0,5
5445,2023-02-09,16,54,21,21,50,31,68.86,0,0,4
5446,2023-02-09,1,16,53,53,58,62,7.66,1,0,7
5447,2023-02-09,16,17,46,46,57,36,13.94,0,0,2
5448,2023-02-09,17,39,10,6,6,8,450.25,1,1,4
5449,2023-02-09,13,74,29,29,31,25,31.16,0,0,7
5450,2023-02-09,9,58,32,32,48,47,15.48,0,0,10
5451,2023-02-09,19,110,19,11,11,18,44.57,0,1,10
5452,2023-02-09,19,85,24,24,24,20,129.11,1,0,10
5453,2023-02-09,14,90,15,15,15,13,191.13,0,0,3
5454,2023-02-09,7,145,18,18,27,24,27.82,0,0,10
5455,2023-02-09,16,41,9,9,15,12,213.95,0,0,4
5456,2023-02-09,10,92,4,4,9,9,222.13,0,0,10
5457,2023-02-09,19,109,20,20,29,23,33.6,0,0,4
5458,2023-02-09,17,131,19,19,20,20,23.13,0,0,4
5459,2023-02-09,16,89,7,7,10,12,222.77,0,0,4
5460,2023-02-09,8,115,8,8,19,18,27.13,0,0,7
5461,2023-02-09,12,12,27,27,37,35,5.42,0,0,2
5462,2023-02-09,8,80,16,16,25,15,25.36,0,0,3
5463,2023-02-09,3,9,38,38,87,59,10.0,1,0,5
5464,2023-02-09,14,136,10,10,19,19,57.69,0,0,10
5465,2023-02-09,6,43,7,7,15,12,214.85,0,0,3
5466,2023-02-09,17,92,5,5,13,8,222.13,0,0,10
5467,2023-02-09,14,115,18,18,25,29,27.13,0,0,2
5468,2023-02-09,9,39,4,4,6,6,529.7,0,0,7
5469,2023-02-09,4,11,34,34,38,49,2.04,0,0,4
5470,2023-02-09,12,34,11,11,11,11,123.2,0,0,4
5471,2023-02-09,13,93,4,4,6,5,232.25,0,0,5
5472,2023-02-09,7,94,12,12,15,9,203.53,0,0,5
5473,2023-02-09,8,134,9,9,19,13,40.11,0,0,3
5474,2023-02-09,13,78,10,10,13,10,74.01,0,0,3
5475,2023-02-09,15,26,6,6,11,6,176.9,0,0,5
5476,2023-02-09,18,31,8,8,8,6,512.26,0,0,2
5477,2023-02-09,6,95,15,15,29,17,77.7,0,0,5
5478,2023-02-09,11,133,5,5,13,8,56.26,0,0,4
5479,2023-02-09,16,132,18,18,22,21,63.34,0,0,2
5480,2023-02-09,15,98,7,7,15,9,97.17,0,0,10
5481,2023-02-10,16,97,12,12,27,18,67.27,0,0,3
5482,2023-02-10,18,32,6,6,7,6,690.52,0,0,2
5483,2023-02-10,5,84,10,10,11,11,227.42,0,0,5
5484,2023-02-10,3,132,15,15,23,19,63.34,0,0,5
5485,2023-02-10,13,24,26,26,33,34,11.34,1,0,4
5486,2023-02-10,13,117,16,8,8,10,42.25,0,1,4
5487,2023-02-10,16,114,17,17,33,27,32.89,0,0,10
5488,2023-02-10,2,43,4,3,3,5,214.85,0,1,2
5489,2023-02-10,11,18,40,40,50,43,2.25,0,0,4
5490,2023-02-10,9,93,5,5,8,6,232.25,0,0,7
5491,2023-02-10,5,6,42,42,46,46,7.0,0,0,4
5492,2023-02-10,16,45,14,14,22,16,59.46,0,0,4
5493,2023-02-10,12,92,6,6,10,6,222.13,0,0,10
5494,2023-02-10,12,83,22,22,30,17,17.27,0,0,5
5495,2023-02-10,16,147,16,16,21,15,51.8,0,0,3
5496,2023-02-10,6,101,21,21,29,23,24.31,0,0,3
5497,2023-02-10,7,6,41,41,50,44,7.0,0,0,2
5498,2023-02-10,11,31,4,4,7,4,512.26,0,0,4
5499,2023-02-10,3,67,22,21,21,29,89.69,0,1,7
5500,2023-02-10,18,23,21,21,43,30,14.31,0,0,3
5501,2023-02-10,18,142,26,26,33,27,25.19,0,0,7
5502,2023-02-10,9,83,18,14,14,21,17.27,0,1,5
5503,2023-02-10,14,117,22,22,32,24,42.25,0,0,10
5504,2023-02-10,15,106,13,7,7,12,48.25,0,1,10
5505,2023-02-10,1,85,12,12,25,13,151.89,0,0,3
5506,2023-02-10,20,107,32,32,49,40,11.36,0,0,4
5507,2023-02-10,13,104,8,8,15,13,36.93,0,0,4
5508,2023-02-10,1,49,8,8,10,10,315.6,0,0,4
5509,2023-02-10,19,40,9,5,5,10,334.04,0,1,4
5510,2023-02-10,9,105,30,26,26,31,10.96,0,1,3
5511,2023-02-10,6,50,7,5,5,5,742.68,0,1,4
5512,2023-02-10,4,69,13,13,31,13,80.47,0,0,5
5513,2023-02-10,19,58,47,40,40,69,15.48,0,1,2
5514,2023-02-10,11,117,10,7,7,13,42.25,0,1,4
5515,2023-02-10,1,82,15,13,13,15,118.83,0,1,2
5516,2023-02-10,4,48,4,4,4,4,694.43,0,0,7
5517,2023-02-10,4,50,3,3,3,3,742.68,0,0,2
5518,2023-02-10,16,108,29,29,36,25,19.01,0,0,5
5519,2023-02-10,7,88,10,10,18,13,171.73,0,0,7
5520,2023-02-10,16,145,20,20,32,22,27.82,0,0,5
5521,2023-02-10,3,27,6,6,13,7,526.9,0,0,2
5522,2023-02-10,1,43,9,9,10,9,214.85,0,0,10
5523,2023-02-10,7,119,40,40,52,33,18.45,1,0,2
5524,2023-02-10,15,82,8,8,9,7,118.83,0,0,7
5525,2023-02-10,4,65,30,29,29,24,46.58,0,1,2
5526,2023-02-10,16,100,20,12,12,13,92.14,0,1,3
5527,2023-02-10,13,143,11,11,15,13,46.86,0,0,2
5528,2023-02-10,9,60,31,17,17,25,29.7,0,1,3
5529,2023-02-10,4,101,13,12,12,13,24.31,0,1,2
5530,2023-02-10,18,98,10,10,13,16,97.17,0,0,4
5531,2023-02-10,9,91,4,4,10,6,218.18,0,0,4
5532,2023-02-10,10,82,5,5,5,8,118.83,0,0,2
5533,2023-02-10,4,47,5,5,10,7,149.72,0,0,7
5534,2023-02-10,7,97,21,17,17,16,67.27,0,1,7
5535,2023-02-10,20,114,19,19,21,21,32.89,0,0,3
5536,2023-02-10,12,98,7,7,11,11,97.17,0,0,2
5537,2023-02-10,2,24,20,20,21,21,13.34,0,0,4
5538,2023-02-10,16,101,37,37,37,42,20.66,1,0,3
5539,2023-02-10,2,92,5,5,5,5,222.13,0,0,5
5540,2023-02-10,19,127,44,44,52,64,8.08,1,0,7
5541,2023-02-10,15,76,9,9,11,11,64.5,0,0,4
5542,2023-02-10,9,144,19,10,10,14,52.24,0,1,3
5543,2023-02-10,15,92,3,3,9,6,222.13,0,0,5
5544,2023-02-10,3,114,26,19,19,26,32.89,0,1,3
5545,2023-02-10,14,108,23,23,31,26,19.01,0,0,10
5546,2023-02-10,20,88,12,12,14,10,171.73,0,0,5
5547,2023-02-10,4,54,18,17,17,27,58.53,1,1,7
5548,2023-02-10,2,25,28,28,31,24,11.97,1,0,5
5549,2023-02-10,8,111,22,22,33,18,15.84,0,0,5
5550,2023-02-10,9,143,8,7,7,14,46.86,0,1,3
5551,2023-02-10,2,100,6,6,8,8,92.14,0,0,10
5552,2023-02-10,4,106,14,9,9,13,48.25,0,1,3
5553,2023-02-10,9,27,5,5,6,4,526.9,0,0,4
5554,2023-02-10,6,120,12,12,32,19,38.37,0,0,5
5555,2023-02-10,20,78,20,19,19,14,74.01,0,1,4
5556,2023-02-10,13,89,8,7,7,7,222.77,0,1,7
5557,2023-02-10,6,97,21,21,32,25,57.18,1,0,5
5558,2023-02-10,11,141,12,12,12,10,35.9,0,0,2
5559,2023-02-10,2,136,13,13,18,9,57.69,0,0,7
5560,2023-02-10,10,56,18,18,26,16,83.55,0,0,5
5561,2023-02-10,20,6,48,48,54,43,7.0,0,0,3
5562,2023-02-10,15,75,19,18,18,16,54.26,0,1,5
5563,2023-02-10,14,83,30,27,27,25,17.27,0,1,3
5564,2023-02-10,6,93,6,6,14,10,232.25,0,0,2
5565,2023-02-10,11,53,21,21,29,24,33.74,0,0,2
5566,2023-02-10,11,147,13,13,13,11,51.8,0,0,3
5567,2023-02-10,4,123,9,9,20,21,14.33,0,0,4
5568,2023-02-10,13,2,21,21,25,29,7.19,0,0,4
5569,2023-02-10,3,24,37,29,29,38,13.34,0,1,5
5570,2023-02-10,6,139,18,18,29,20,34.46,0,0,2
5571,2023-02-10,19,128,13,13,31,16,45.9,0,0,4
5572,2023-02-10,10,79,16,16,24,15,36.69,0,0,3
5573,2023-02-10,14,138,20,20,28,23,45.98,0,0,4
5574,2023-02-10,20,102,17,17,27,22,58.96,0,0,3
5575,2023-02-10,17,56,23,20,20,17,83.55,0,1,10
5576,2023-02-10,11,143,8,8,13,10,46.86,0,0,3
5577,2023-02-10,16,78,15,15,19,17,74.01,0,0,2
5578,2023-02-10,7,105,39,29,29,40,10.96,0,1,10
5579,2023-02-10,6,107,25,25,49,37,11.36,0,0,4
5580,2023-02-10,10,97,9,8,8,12,67.27,0,1,5
5581,2023-02-10,7,92,6,6,7,10,222.13,0,0,2
5582,2023-02-10,17,135,6,6,10,11,64.88,0,0,10
5583,2023-02-10,2,98,8,8,9,8,97.17,0,0,3
5584,2023-02-10,20,35,12,7,7,8,469.45,0,1,2
5585,2023-02-10,1,30,10,10,12,8,478.98,0,0,4
5586,2023-02-10,18,17,26,26,38,26,13.94,0,0,10
5587,2023-02-10,10,18,54,42,42,59,2.25,0,1,10
5588,2023-02-10,15,131,10,10,22,15,23.13,0,0,2
5589,2023-02-10,9,118,17,13,13,13,36.3,0,1,2
5590,2023-02-10,12,113,12,12,20,11,51.64,0,0,7
5591,2023-02-10,3,71,26,20,20,37,66.28,0,1,3
5592,2023-02-10,11,3,24,24,27,23,8.62,0,0,5
5593,2023-02-10,18,43,7,7,7,12,214.85,0,0,10
5594,2023-02-10,8,146,20,20,23,22,17.35,0,0,5
5595,2023-02-10,13,45,16,16,20,11,59.46,0,0,7
5596,2023-02-10,19,27,8,8,13,6,526.9,0,0,5
5597,2023-02-10,7,109,25,19,19,19,33.6,0,1,2
5598,2023-02-10,3,53,40,40,61,38,33.74,0,0,5
5599,2023-02-10,18,116,25,25,42,32,15.55,0,0,3
5600,2023-02-10,10,20,18,18,25,25,14.31,0,0,2
5601,2023-02-10,11,81,10,7,7,5,164.72,0,1,2
5602,2023-02-10,11,39,5,5,6,4,529.7,0,0,7
5603,2023-02-10,7,81,14,14,21,12,164.72,0,0,2
5604,2023-02-10,16,146,42,31,31,47,14.75,1,1,10
5605,2023-02-10,14,47,18,11,11,15,149.72,0,1,3
5606,2023-02-10,16,77,13,13,21,15,164.05,0,0,10
5607,2023-02-10,6,12,36,36,39,42,5.42,0,0,4
5608,2023-02-10,10,113,12,12,20,12,51.64,0,0,4
5609,2023-02-10,10,71,21,21,34,20,66.28,0,0,2
5610,2023-02-10,4,24,21,10,10,16,13.34,0,1,7
5611,2023-02-10,3,115,25,25,30,24,27.13,0,0,4
5612,2023-02-10,11,56,5,5,13,14,83.55,0,0,2
5613,2023-02-10,8,139,15,13,13,20,34.46,0,1,3
5614,2023-02-10,11,110,10,10,17,12,44.57,0,0,10
5615,2023-02-10,19,81,11,11,11,9,164.72,0,0,4
5616,2023-02-10,17,113,20,20,22,18,43.89,1,0,3
5617,2023-02-10,19,4,48,48,52,40,11.21,1,0,7
5618,2023-02-11,15,26,7,7,10,9,176.9,0,0,7
5619,2023-02-11,11,44,4,4,6,4,650.26,0,0,2
5620,2023-02-11,7,119,30,26,26,42,21.71,0,1,3
5621,2023-02-11,8,145,22,15,15,33,23.65,1,1,2
5622,2023-02-11,20,76,17,15,15,25,64.5,0,1,3
5623,2023-02-11,12,2,42,42,50,45,7.19,0,0,4
5624,2023-02-11,13,58,39,39,50,37,15.48,0,0,4
5625,2023-02-11,7,81,16,16,24,19,164.72,0,0,4
5626,2023-02-11,17,32,4,4,6,5,690.52,0,0,4
5627,2023-02-11,4,6,49,19,19,51,5.95,1,1,7
5628,2023-02-11,17,108,22,22,32,28,19.01,0,0,4
5629,2023-02-11,1,20,31,31,43,36,14.31,0,0,5
5630,2023-02-11,1,14,37,37,64,65,5.88,0,0,10
5631,2023-02-11,15,15,33,33,51,36,4.59,0,0,2
5632,2023-02-11,15,35,3,3,5,7,469.45,0,0,5
5633,2023-02-11,16,92,22,7,7,11,222.13,0,1,5
5634,2023-02-11,16,78,23,22,22,19,74.01,0,1,4
5635,2023-02-11,3,69,26,26,31,30,80.47,0,0,2
5636,2023-02-11,4,47,10,10,13,8,149.72,0,0,3
5637,2023-02-11,7,133,19,19,34,19,56.26,0,0,10
5638,2023-02-11,4,38,3,3,4,7,384.28,0,0,3
5639,2023-02-11,12,14,37,37,43,37,5.88,0,0,10
5640,2023-02-11,1,11,90,63,63,99,2.04,0,1,2
5641,2023-02-11,1,95,19,19,24,18,77.7,0,0,10
5642,2023-02-11,16,125,23,21,21,31,50.01,0,1,10
5643,2023-02-11,3,79,26,26,45,29,36.69,0,0,5
5644,2023-02-11,11,75,21,21,31,24,54.26,0,0,10
5645,2023-02-11,16,76,17,17,21,26,64.5,0,0,4
5646,2023-02-11,18,22,32,32,47,37,11.96,0,0,4
5647,2023-02-11,5,24,33,33,47,52,13.34,0,0,5
5648,2023-02-11,7,63,39,32,32,37,63.58,0,1,10
5649,2023-02-11,4,119,17,17,27,23,21.71,0,0,2
5650,2023-02-11,19,108,35,24,24,31,19.01,0,1,3
5651,2023-02-11,14,76,24,24,42,35,54.82,1,0,10
5652,2023-02-11,6,76,20,14,14,28,64.5,0,1,10
5653,2023-02-11,13,71,25,22,22,27,66.28,0,1,4
5654,2023-02-11,16,134,31,31,45,29,40.11,0,0,5
5655,2023-02-11,19,58,95,95,147,137,13.16,1,0,7
5656,2023-02-11,15,79,15,12,12,20,36.69,0,1,2
5657,2023-02-11,16,115,28,28,29,28,27.13,0,0,5
5658,2023-02-11,20,127,44,42,42,43,9.51,0,1,5
5659,2023-02-11,13,84,5,5,7,8,227.42,0,0,5
5660,2023-02-11,20,85,14,14,26,16,151.89,0,0,4
5661,2023-02-11,17,131,25,20,20,28,23.13,0,1,3
5662,2023-02-11,2,34,8,8,8,9,123.2,0,0,2
5663,2023-02-11,11,91,6,6,7,8,218.18,0,0,5
5664,2023-02-11,1,37,9,9,14,9,534.01,0,0,7
5665,2023-02-11,15,120,12,12,16,19,38.37,0,0,4
5666,2023-02-11,10,30,5,5,8,6,478.98,0,0,5
5667,2023-02-11,9,30,9,6,6,8,478.98,0,1,7
5668,2023-02-11,15,126,25,25,28,25,23.16,1,0,2
5669,2023-02-11,3,37,8,8,27,18,453.91,1,0,2
5670,2023-02-11,15,144,11,11,16,13,52.24,0,0,7
5671,2023-02-11,12,92,8,8,13,9,222.13,0,0,3
5672,2023-02-11,14,17,41,41,47,40,13.94,0,0,4
5673,2023-02-11,8,7,27,27,33,34,8.88,0,0,4
5674,2023-02-11,11,92,7,7,7,9,222.13,0,0,5
5675,2023-02-11,7,104,27,26,26,35,36.93,0,1,3
5676,2023-02-11,2,17,32,32,41,42,11.85,1,0,5
5677,2023-02-11,2,58,33,31,31,45,15.48,0,1,4
5678,2023-02-11,17,45,23,11,11,15,59.46,0,1,3
5679,2023-02-11,17,15,60,60,85,69,3.9,1,0,10
5680,2023-02-11,15,10,32,32,56,39,3.45,0,0,2
5681,2023-02-11,8,86,17,17,21,20,24.83,0,0,10
5682,2023-02-11,19,103,37,37,40,53,11.34,0,0,7
5683,2023-02-11,6,148,20,20,35,33,28.51,0,0,5
5684,2023-02-11,7,121,29,26,26,37,29.32,0,1,5
5685,2023-02-11,12,130,13,13,24,16,52.54,0,0,10
5686,2023-02-11,4,37,4,4,6,5,534.01,0,0,7
5687,2023-02-11,3,97,17,17,19,25,67.27,0,0,7
5688,2023-02-11,20,112,19,19,24,26,55.64,0,0,5
5689,2023-02-11,7,101,36,34,34,42,24.31,0,1,5
5690,2023-02-11,13,26,10,3,3,10,176.9,0,1,4
5691,2023-02-11,3,38,19,3,3,13,384.28,0,1,2
5692,2023-02-11,3,94,14,10,10,12,203.53,0,1,4
5693,2023-02-11,15,44,10,3,3,5,650.26,0,1,4
5694,2023-02-11,3,49,16,16,23,20,268.26,1,0,3
5695,2023-02-11,9,104,11,11,11,17,36.93,0,0,5
5696,2023-02-11,19,13,67,67,118,83,7.31,1,0,7
5697,2023-02-11,17,75,20,20,34,37,54.26,0,0,3
5698,2023-02-11,16,25,37,37,53,36,14.08,0,0,10
5699,2023-02-11,18,96,21,21,34,19,104.9,0,0,2
5700,2023-02-11,11,13,29,29,34,26,8.6,0,0,2
5701,2023-02-11,19,144,22,22,48,22,52.24,0,0,7
5702,2023-02-11,8,12,42,42,43,52,5.42,0,0,7
5703,2023-02-11,10,1,32,32,43,54,5.42,0,0,2
5704,2023-02-11,14,104,32,32,72,40,31.39,1,0,2
5705,2023-02-11,4,130,13,13,15,17,52.54,0,0,5
5706,2023-02-11,16,99,22,22,29,20,67.39,0,0,10
5707,2023-02-11,9,66,52,52,80,51,10.75,0,0,5
5708,2023-02-11,5,15,50,43,43,69,4.59,0,1,2
5709,2023-02-11,1,75,40,40,45,37,54.26,0,0,10
5710,2023-02-11,6,25,32,32,44,50,14.08,0,0,3
5711,2023-02-11,18,55,54,21,21,92,14.57,0,1,10
5712,2023-02-11,8,15,57,53,53,58,4.59,0,1,2
5713,2023-02-11,19,23,31,31,48,38,14.31,0,0,7
5714,2023-02-11,1,50,8,5,5,10,742.68,0,1,10
5715,2023-02-11,2,131,11,11,31,20,23.13,0,0,4
5716,2023-02-11,10,137,20,16,16,20,44.92,0,1,2
5717,2023-02-11,6,84,12,12,16,13,227.42,0,0,3
5718,2023-02-11,9,127,31,31,65,31,9.51,0,0,2
5719,2023-02-11,7,80,41,41,62,61,21.56,1,0,7
5720,2023-02-11,8,88,12,12,12,13,171.73,0,0,5
5721,2023-02-11,12,42,8,8,16,10,129.34,0,0,3
5722,2023-02-11,12,34,15,14,14,13,123.2,0,1,2
5723,2023-02-11,1,123,40,40,70,42,14.33,0,0,5
5724,2023-02-11,13,29,8,6,6,5,283.71,0,1,10
5725,2023-02-11,9,118,15,15,26,23,36.3,0,0,5
5726,2023-02-11,11,37,7,7,9,4,534.01,0,0,3
5727,2023-02-11,16,105,49,49,67,56,10.96,0,0,7
5728,2023-02-11,17,88,10,10,14,10,171.73,0,0,5
5729,2023-02-11,17,47,11,11,15,10,149.72,0,0,3
5730,2023-02-11,7,126,25,25,34,38,27.25,0,0,2
5731,2023-02-11,8,111,20,20,47,28,15.84,0,0,2
5732,2023-02-11,20,34,16,16,18,14,123.2,0,0,4
5733,2023-02-11,8,70,41,41,64,42,32.8,0,0,10
5734,2023-02-11,12,7,41,41,54,42,8.88,0,0,5
5735,2023-02-11,12,120,19,17,17,20,38.37,0,1,2
5736,2023-02-11,13,9,17,17,27,23,11.76,0,0,4
5737,2023-02-11,5,8,47,47,70,54,10.84,0,0,3
5738,2023-02-11,20,84,17,17,17,17,227.42,0,0,3
5739,2023-02-11,2,70,32,32,37,26,32.8,0,0,7
5740,2023-02-11,3,92,22,22,33,26,188.81,1,0,7
5741,2023-02-11,2,90,11,11,11,8,191.13,0,0,4
5742,2023-02-11,16,5,40,40,59,41,12.3,0,0,10
5743,2023-02-11,4,116,16,16,20,22,15.55,0,0,5
5744,2023-02-11,8,44,5,5,10,6,650.26,0,0,5
5745,2023-02-11,18,88,14,14,28,13,171.73,0,0,7
5746,2023-02-11,20,104,28,22,22,34,36.93,0,1,4
5747,2023-02-11,1,66,76,61,61,104,10.75,0,1,3
5748,2023-02-11,4,121,21,21,29,22,24.92,1,0,2
5749,2023-02-11,20,44,8,6,6,11,650.26,0,1,3
5750,2023-02-11,15,109,18,18,20,13,33.6,0,0,2
5751,2023-02-11,3,76,16,16,38,22,64.5,0,0,10
5752,2023-02-11,19,121,21,21,23,29,29.32,0,0,3
5753,2023-02-11,14,127,66,27,27,44,9.51,0,1,10
5754,2023-02-11,4,115,21,17,17,20,27.13,0,1,3
5755,2023-02-12,16,118,26,19,19,27,36.3,0,1,5
5756,2023-02-12,4,111,24,16,16,22,15.84,0,1,3
5757,2023-02-12,8,132,11,11,25,15,63.34,0,0,5
5758,2023-02-12,15,120,19,11,11,15,38.37,0,1,3
5759,2023-02-12,8,150,15,15,32,14,66.66,0,0,7
5760,2023-02-12,14,112,29,29,29,30,55.64,0,0,5
5761,2023-02-12,2,121,15,15,21,16,29.32,0,0,2
5762,2023-02-12,7,3,44,41,41,62,8.62,0,1,10
5763,2023-02-12,1,97,22,0,0,23,67.27,0,1,2
5764,2023-02-12,1,42,15,13,13,19,129.34,0,1,4
5765,2023-02-12,9,35,6,6,7,7,469.45,0,0,5
5766,2023-02-12,3,139,35,35,35,33,34.46,0,0,4
5767,2023-02-12,12,92,12,12,12,9,222.13,0,0,7
5768,2023-02-12,17,61,55,32,32,52,16.56,0,1,5
5769,2023-02-12,3,6,62,62,85,55,7.0,0,0,10
5770,2023-02-12,1,64,48,48,81,57,41.66,0,0,7
5771,2023-02-12,9,96,9,3,3,14,104.9,0,1,5
5772,2023-02-12,7,37,11,7,7,9,534.01,0,1,2
5773,2023-02-12,2,42,13,13,14,11,129.34,0,0,3
5774,2023-02-12,5,4,36,36,39,41,13.19,0,0,2
5775,2023-02-12,3,114,27,27,36,37,32.89,0,0,7
5776,2023-02-12,11,9,25,25,43,26,11.76,0,0,7
5777,2023-02-12,2,142,22,22,28,16,25.19,0,0,4
5778,2023-02-12,11,45,11,11,15,13,59.46,0,0,4
5779,2023-02-12,14,1,59,45,45,58,5.42,0,1,10
5780,2023-02-12,20,98,16,13,13,18,97.17,0,1,5
5781,2023-02-12,10,144,27,11,11,27,44.4,1,1,7
5782,2023-02-12,20,76,19,16,16,23,64.5,0,1,4
5783,2023-02-12,16,4,28,28,58,38,13.19,0,0,2
5784,2023-02-12,11,90,14,4,4,10,191.13,0,1,3
5785,2023-02-12,20,11,79,79,98,95,2.04,0,0,3
5786,2023-02-12,8,142,28,28,31,24,25.19,0,0,5
5787,2023-02-12,12,6,35,30,30,34,7.0,0,1,10
5788,2023-02-12,20,71,40,40,74,34,66.28,0,0,3
5789,2023-02-12,7,104,22,22,40,31,36.93,0,0,5
5790,2023-02-12,7,47,14,13,13,18,149.72,0,1,5
5791,2023-02-12,19,36,10,4,4,10,649.85,0,1,5
5792,2023-02-12,17,117,14,14,20,16,42.25,0,0,5
5793,2023-02-12,10,2,37,37,59,34,7.19,0,0,4
5794,2023-02-12,7,54,42,42,79,48,68.86,0,0,4
5795,2023-02-12,9,70,40,40,53,35,32.8,0,0,7
5796,2023-02-12,16,3,32,32,56,54,8.62,0,0,2
5797,2023-02-12,3,72,39,39,40,55,52.32,0,0,5
5798,2023-02-12,3,83,34,34,84,31,17.27,0,0,7
5799,2023-02-12,1,13,38,38,78,45,8.6,0,0,2
5800,2023-02-12,9,135,16,13,13,18,64.88,0,1,7
5801,2023-02-12,1,70,50,50,51,44,32.8,0,0,4
5802,2023-02-12,4,36,6,5,5,5,649.85,0,1,5
5803,2023-02-12,8,82,16,16,19,10,118.83,0,0,7
5804,2023-02-12,14,93,16,16,31,17,197.41,1,0,5
5805,2023-02-12,12,73,31,31,50,43,33.95,0,0,3
5806,2023-02-12,8,14,41,41,41,36,5.88,0,0,3
5807,2023-02-12,5,37,3,3,14,11,534.01,0,0,4
5808,2023-02-12,14,60,50,50,70,69,29.7,0,0,4
5809,2023-02-12,14,121,23,23,43,28,29.32,0,0,5
5810,2023-02-12,16,148,20,20,43,28,28.51,0,0,4
5811,2023-02-12,12,89,8,8,12,9,222.77,0,0,2
5812,2023-02-12,4,51,28,18,18,27,43.84,0,1,7
5813,2023-02-12,9,111,28,28,55,28,15.84,0,0,3
5814,2023-02-12,13,136,9,9,12,11,57.69,0,0,3
5815,2023-02-12,7,111,37,37,52,33,15.84,0,0,5
5816,2023-02-12,16,11,77,77,88,87,2.04,0,0,2
5817,2023-02-12,10,31,9,9,9,6,512.26,0,0,10
5818,2023-02-12,9,115,22,22,44,29,27.13,0,0,4
5819,2023-02-12,4,6,23,23,54,34,7.0,0,0,10
5820,2023-02-12,15,137,15,15,18,13,44.92,0,0,10
5821,2023-02-12,3,13,69,48,48,59,8.6,0,1,3
5822,2023-02-12,13,40,3,3,5,5,334.04,0,0,7
5823,2023-02-12,14,69,30,30,47,37,80.47,0,0,4
5824,2023-02-12,9,150,10,10,20,15,66.66,0,0,7
5825,2023-02-12,3,104,31,31,31,23,36.93,0,0,5
5826,2023-02-12,4,99,8,8,9,13,67.39,0,0,10
5827,2023-02-12,7,60,50,50,67,49,29.7,0,0,3
5828,2023-02-12,17,26,7,7,15,10,176.9,0,0,3
5829,2023-02-12,11,25,21,21,27,22,14.08,0,0,10
5830,2023-02-12,16,56,34,34,48,36,83.55,0,0,5
5831,2023-02-12,14,89,11,11,19,14,222.77,0,0,7
5832,2023-02-12,14,126,23,23,34,38,27.25,0,0,5
5833,2023-02-12,10,49,9,9,14,10,315.6,0,0,5
5834,2023-02-12,10,134,19,19,22,16,40.11,0,0,2
5835,2023-02-12,5,34,16,16,17,19,123.2,0,0,2
5836,2023-02-12,11,42,6,6,16,11,129.34,0,0,3
5837,2023-02-12,18,70,54,54,70,47,32.8,0,0,2
5838,2023-02-12,2,37,2,2,5,6,534.01,0,0,4
5839,2023-02-12,19,51,57,54,54,44,43.84,0,1,2
5840,2023-02-12,17,52,22,22,37,31,62.95,0,0,2
5841,2023-02-12,13,92,13,13,14,7,222.13,0,0,3
5842,2023-02-12,5,59,56,53,53,43,42.3,0,1,3
5843,2023-02-12,7,31,9,9,14,12,512.26,0,0,3
5844,2023-02-12,11,71,28,26,26,19,66.28,0,1,4
5845,2023-02-12,1,78,21,19,19,25,74.01,0,1,4
5846,2023-02-12,5,29,15,13,13,10,283.71,0,1,7
5847,2023-02-12,9,11,62,62,132,59,2.04,0,0,4
5848,2023-02-12,8,149,28,15,15,30,20.82,0,1,10
5849,2023-02-12,12,133,14,14,21,15,56.26,0,0,5
5850,2023-02-12,11,15,28,28,34,44,4.59,0,0,7
5851,2023-02-12,8,98,18,15,15,16,97.17,0,1,7
5852,2023-02-12,12,82,13,10,10,14,118.83,0,1,3
5853,2023-02-12,13,95,7,7,10,11,77.7,0,0,3
5854,2023-02-12,13,120,18,5,5,14,38.37,0,1,5
5855,2023-02-12,4,129,12,12,26,19,33.7,0,0,2
5856,2023-02-12,2,1,37,37,55,40,5.42,0,0,7
5857,2023-02-12,10,117,15,9,9,17,42.25,0,1,3
5858,2023-02-12,2,115,19,19,24,21,27.13,0,0,4
5859,2023-02-12,13,9,23,23,44,46,10.0,1,0,2
5860,2023-02-12,3,117,27,27,29,26,42.25,0,0,7
5861,2023-02-12,1,112,19,15,15,29,55.64,0,1,7
5862,2023-02-12,13,87,5,5,8,6,226.25,0,0,2
5863,2023-02-12,6,84,16,16,26,12,227.42,0,0,5
5864,2023-02-12,2,101,27,13,13,16,24.31,0,1,5
5865,2023-02-12,14,99,15,15,22,22,67.39,0,0,3
5866,2023-02-12,13,100,11,4,4,13,78.32,1,1,3
